   0.0000000e-03   0.0000000e+00   2.3000000e+00
   5.0000000e-03   1.4230249e+00   2.2988266e+00
   1.0000000e-02   2.0124612e+00   2.2943955e+00
   1.5000000e-02   2.4647515e+00   2.2866624e+00
   2.0000000e-02   2.8460499e+00   2.2771367e+00
   2.5000000e-02   3.1819805e+00   2.2666904e+00
   3.0000000e-02   3.4856850e+00   2.2557861e+00
   3.5000000e-02   3.7649701e+00   2.2446004e+00
   4.0000000e-02   4.0249224e+00   2.2331801e+00
   4.5000000e-02   4.2690748e+00   2.2215894e+00
   5.0000000e-02   4.5000000e+00   2.2097894e+00
   5.5000000e-02   4.7196398e+00   2.1978193e+00
   6.0000000e-02   4.9295030e+00   2.1856484e+00
   6.5000000e-02   5.1307894e+00   2.1732782e+00
   7.0000000e-02   5.3244718e+00   2.1607109e+00
   7.5000000e-02   5.5113519e+00   2.1479155e+00
   8.0000000e-02   5.6920998e+00   2.1349113e+00
   8.5000000e-02   5.8672822e+00   2.1216617e+00
   9.0000000e-02   6.0373835e+00   2.1081751e+00
   9.5000000e-02   6.2028219e+00   2.0944324e+00
   1.0000000e-01   6.3639610e+00   2.0804181e+00
   1.0500000e-01   6.5211195e+00   2.0661309e+00
   1.1000000e-01   6.6745786e+00   2.0515409e+00
   1.1500000e-01   6.8245879e+00   2.0366480e+00
   1.2000000e-01   6.9713700e+00   2.0214257e+00
   1.2500000e-01   7.1151247e+00   2.0058593e+00
   1.3000000e-01   7.2560320e+00   1.9899341e+00
   1.3500000e-01   7.3942545e+00   1.9736191e+00
   1.4000000e-01   7.5299402e+00   1.9569051e+00
   1.4500000e-01   7.6632239e+00   1.9397544e+00
   1.5000000e-01   7.7942286e+00   1.9221504e+00
   1.5500000e-01   7.9230676e+00   1.9040585e+00
   1.6000000e-01   8.0498447e+00   1.8854466e+00
   1.6500000e-01   8.1746560e+00   1.8662844e+00
   1.7000000e-01   8.2975900e+00   1.8465253e+00
   1.7500000e-01   8.4187291e+00   1.8261356e+00
   1.8000000e-01   8.5381497e+00   1.8050604e+00
   1.8500000e-01   8.6559228e+00   1.7832533e+00
   1.9000000e-01   8.7721149e+00   1.7606534e+00
   1.9500000e-01   8.8867879e+00   1.7371975e+00
   2.0000000e-01   9.0000000e+00   1.7128149e+00
   2.0500000e-01   9.0000000e+00   1.6887556e+00
   2.1000000e-01   9.0000000e+00   1.6671156e+00
   2.1500000e-01   9.0000000e+00   1.6480135e+00
   2.2000000e-01   9.0000000e+00   1.6307215e+00
   2.2500000e-01   9.0000000e+00   1.6150486e+00
   2.3000000e-01   9.0000000e+00   1.6006864e+00
   2.3500000e-01   9.0000000e+00   1.5874454e+00
   2.4000000e-01   9.0000000e+00   1.5751766e+00
   2.4500000e-01   9.0000000e+00   1.5637244e+00
   2.5000000e-01   9.0000000e+00   1.5530056e+00
   2.5500000e-01   9.0000000e+00   1.5429088e+00
   2.6000000e-01   9.0000000e+00   1.5333702e+00
   2.6500000e-01   9.0000000e+00   1.5243212e+00
   2.7000000e-01   9.0000000e+00   1.5157027e+00
   2.7500000e-01   9.0000000e+00   1.5074748e+00
   2.8000000e-01   9.0000000e+00   1.4995865e+00
   2.8500000e-01   9.0000000e+00   1.4920096e+00
   2.9000000e-01   9.0000000e+00   1.4847068e+00
   2.9500000e-01   9.0000000e+00   1.4776514e+00
   3.0000000e-01   9.0000000e+00   1.4708197e+00
   3.0500000e-01   9.0000000e+00   1.4641858e+00
   3.1000000e-01   9.0000000e+00   1.4577331e+00
   3.1500000e-01   9.0000000e+00   1.4514403e+00
   3.2000000e-01   9.0000000e+00   1.4452919e+00
   3.2500000e-01   9.0000000e+00   1.4392735e+00
   3.3000000e-01   9.0000000e+00   1.4333684e+00
   3.3500000e-01   9.0000000e+00   1.4275676e+00
   3.4000000e-01   9.0000000e+00   1.4218546e+00
   3.4500000e-01   9.0000000e+00   1.4162225e+00
   3.5000000e-01   9.0000000e+00   1.4106572e+00
   3.5500000e-01   9.0000000e+00   1.4051513e+00
   3.6000000e-01   9.0000000e+00   1.3996941e+00
   3.6500000e-01   9.0000000e+00   1.3942768e+00
   3.7000000e-01   9.0000000e+00   1.3888914e+00
   3.7500000e-01   9.0000000e+00   1.3835285e+00
   3.8000000e-01   9.0000000e+00   1.3781817e+00
   3.8500000e-01   9.0000000e+00   1.3728411e+00
   3.9000000e-01   9.0000000e+00   1.3675012e+00
   3.9500000e-01   9.0000000e+00   1.3621522e+00
   4.0000000e-01   9.0000000e+00   1.3567889e+00
   4.0500000e-01   9.0000000e+00   1.3514015e+00
   4.1000000e-01   9.0000000e+00   1.3459847e+00
   4.1500000e-01   9.0000000e+00   1.3405285e+00
   4.2000000e-01   9.0000000e+00   1.3350279e+00
   4.2500000e-01   9.0000000e+00   1.3294724e+00
   4.3000000e-01   9.0000000e+00   1.3238564e+00
   4.3500000e-01   9.0000000e+00   1.3181696e+00
   4.4000000e-01   9.0000000e+00   1.3124053e+00
   4.4500000e-01   9.0000000e+00   1.3065534e+00
   4.5000000e-01   9.0000000e+00   1.3006055e+00
   4.5500000e-01   9.0000000e+00   1.2945519e+00
   4.6000000e-01   9.0000000e+00   1.2883823e+00
   4.6500000e-01   9.0000000e+00   1.2820869e+00
   4.7000000e-01   9.0000000e+00   1.2756537e+00
   4.7500000e-01   9.0000000e+00   1.2690723e+00
   4.8000000e-01   9.0000000e+00   1.2623287e+00
   4.8500000e-01   9.0000000e+00   1.2554116e+00
   4.9000000e-01   9.0000000e+00   1.2483052e+00
   4.9500000e-01   9.0000000e+00   1.2409965e+00
   5.0000000e-01   9.0000000e+00   1.2334676e+00
