0.0 2.3 2.2903588
0.005 2.2582787 2.2266119
0.01 2.1833485 2.168481
0.015 2.1403827 2.1338682
0.02 2.1164719 2.1133316
0.025 2.0995699 2.100347
0.03 2.0915741 2.0915723
0.035 2.0834016 2.085312
0.04 2.0802065 2.0806644
0.045 2.0768965 2.0771198
0.05 2.0745542 2.0743701
0.055 2.0741644 2.0722165
0.06 2.0720196 2.0705225
0.065 2.0726502 2.069189
0.07 2.0712684 2.0681412
0.075 2.0715208 2.0673196
0.08 2.0712427 2.066678
0.085 2.0708057 2.0661786
0.09 2.0712356 2.0657916
0.095 2.0706174 2.065493
0.1 2.09323 2.1024494
0.105 2.1536685 2.1670089
0.11 2.2161472 2.2220492
0.115 2.2554688 2.2601898
0.12 2.2567044 2.251199
0.125 2.2103434 2.1977549
0.13 2.1560298 2.1583414
0.135 2.1257867 2.1304338
0.14 2.1062051 2.1109412
0.145 2.0945403 2.0973392
0.15 2.0869048 2.0878093
0.155 2.081119 2.0810966
0.16 2.0785146 2.0763462
0.165 2.0752537 2.0729706
0.17 2.0744708 2.0705655
0.175 2.0728624 2.0688481
0.18 2.0723386 2.0676205
0.185 2.0719299 2.0667424
0.19 2.07128 2.066114
0.195 2.0714567 2.065664
0.2 2.0709106 2.0653422
0.205 2.0710828 2.0651119
0.21 2.070882 2.0649471
0.215 2.0708119 2.0648296
0.22 2.093117 2.1019495
0.225 2.1536315 2.1665993
0.23 2.2162451 2.2217422
0.235 2.255331 2.2599876
0.24 2.2567997 2.2511325
0.245 2.2103275 2.1977184
0.25 2.155943 2.1583176
0.255 2.1259801 2.1304169
0.26 2.1059374 2.1109283
0.265 2.0948554 2.0973291
0.27 2.0866219 2.087801
0.275 2.0813542 2.0810905
0.28 2.0783616 2.0763412
0.285 2.0753067 2.0729666
0.29 2.0744796 2.0705624
0.295 2.0727907 2.0688462
0.3 2.072426 2.067619
0.305 2.0718459 2.0667412
0.31 2.0713435 2.066113
0.315 2.0714224 2.0656633
0.32 2.0709253 2.0653417
0.325 2.0710791 2.0651114
0.33 2.0708961 2.064947
0.335 2.0707794 2.0648293
0.34 2.0931839 2.1019495
0.345 2.1535282 2.166599
0.35 2.216377 2.221742
0.355 2.2551914 2.2599878
0.36 2.27823 2.2832773
0.365 2.2688627 2.263051
0.37 2.2160095 2.204656
0.375 2.1598127 2.162595
0.38 2.1270619 2.1331713
0.385 2.1077386 2.1127577
0.39 2.0951208 2.0985706
0.395 2.0872978 2.0886567
0.4 2.0817526 2.081686
0.405 2.0783106 2.0767584
0.41 2.075839 2.0732608
0.415 2.0741993 2.07077
0.42 2.0731524 2.068993
0.425 2.0723089 2.067723
0.43 2.0718968 2.0668147
0.435 2.0714525 2.066165
0.44 2.0712983 2.0657003
0.445 2.0710618 2.0653677
0.45 2.0710244 2.06513
0.455 2.0708667 2.0649598
0.46 2.0931351 2.1020503
0.465 2.1536493 2.1666644
0.47 2.2163273 2.2217786
0.475 2.2552178 2.260005
0.48 2.2782851 2.2832835
0.485 2.2898449 2.2959385
0.49 2.2954461 2.3020287
0.495 2.2982783 2.3045
0.5 2.2990235 2.3051906
