0.0 1.73 2.3 2.0135036
0.005 1.73 2.1974983 1.9572396
0.01 1.73 2.0085092 1.8662457
0.015 1.73 1.9038038 1.8139173
0.02 1.73 1.8317791 1.781394
0.025 1.73 1.7712025 1.7561623
0.03 1.73 1.7288943 1.7347634
0.035 1.73 1.6856501 1.716186
0.04 1.73 1.6545605 1.6997395
0.045 1.73 1.6228394 1.6849165
0.05 1.73 1.5956472 1.6713389
0.055 1.73 1.5721159 1.6587142
0.06 1.73 1.5471846 1.646814
0.065 1.73 1.5281244 1.635465
0.07 1.73 1.5060114 1.6245441
0.075 1.73 1.4883569 1.6139727
0.08 1.73 1.46936 1.6037104
0.085 1.73 1.45184 1.5937413
0.09 1.73 1.4351639 1.5840592
0.095 1.73 1.4179351 1.5746543
0.1 1.73 1.4022297 1.5655035
0.105 1.73 1.385746 1.5565704
0.11 1.73 1.3700267 1.5478094
0.115 1.73 1.354263 1.5391724
0.12 1.73 1.3382551 1.5306146
0.125 1.73 1.3226681 1.5220969
0.13 1.73 1.3064946 1.5135872
0.135 1.73 1.290431 1.5050589
0.14 1.73 1.2741477 1.4964899
0.145 1.73 1.2571861 1.4878603
0.15 1.73 1.2405628 1.479151
0.155 1.73 1.2225417 1.4703414
0.16 1.73 1.2051337 1.4614096
0.165 1.73 1.1859752 1.4523301
0.17 1.73 1.1672979 1.4430746
0.175 1.73 1.146843 1.4336112
0.18 1.73 1.1264683 1.4239048
0.185 1.73 1.1044265 1.4139173
0.19 1.73 1.0819694 1.4036078
0.195 1.73 1.0579531 1.3929331
0.2 1.73 1.0330161 1.3818471
0.205 1.73 1.006589 1.3702998
0.21 1.73 0.97873434 1.3582357
0.215 1.73 0.94943771 1.3455888
0.22 1.73 0.91820718 1.3322752
0.225 1.73 0.88558064 1.3181796
0.23 1.73 0.8505517 1.3031328
0.235 1.73 0.81418177 1.2868786
0.24 1.73 0.77505189 1.2690407
0.245 1.73 0.73466759 1.2491286
0.25 1.73 0.69137385 1.226703
0.255 1.73 0.64697661 1.2018096
0.26 1.73 0.59985924 1.1753671
0.265 1.73 0.55181728 1.1487696
0.27 1.73 0.50003289 1.1230077
0.275 1.73 0.44987613 1.0984287
0.28 1.73 0.39485233 1.0750871
0.285 1.73 0.3466031 1.0530298
0.29 1.73 0.29003918 1.0323563
0.295 1.73 0.24247046 1.0131935
0.3 1.73 0.23332893 0.992236
0.305 1.73 0.24109336 0.9930807
0.31 1.73 0.24500463 0.9893799
0.315 1.73 0.257272 0.9949712
0.32 1.73 0.26303475 1.0005833
0.325 1.73 0.2767113 1.002361
0.33 1.73 0.28411044 1.0042709
0.335 1.73 0.29920541 1.0087713
0.34 1.73 0.30867621 1.0152149
0.345 1.73 0.32536453 1.0224948
0.35 1.73 0.33744059 1.030062
0.355 1.73 0.35602812 1.0377567
0.36 1.73 0.37136865 1.0456073
0.365 1.73 0.39235855 1.0537655
0.37 1.73 0.41181329 1.0625002
0.375 1.73 0.43445072 1.0722136
0.38 1.73 0.45996983 1.0834603
0.385 1.73 0.48788582 1.0969093
0.39 1.73 0.51911515 1.1131456
0.395 1.73 0.55442214 1.1323543
0.4 1.73 0.5934197 1.1543058
0.405 1.73 0.6389089 1.178811
0.41 1.73 0.68879142 1.2060163
0.415 1.73 0.74854218 1.2363414
0.42 1.73 0.81429876 1.2703886
0.425 1.73 0.89342661 1.308923
0.43 1.73 0.98151771 1.3528751
0.435 1.73 1.0869887 1.4032912
0.44 1.73 1.2034836 1.4611547
0.445 1.73 1.3397748 1.5270562
0.45 1.73 1.4840032 1.60079
0.455 1.73 1.6418167 1.6808765
0.46 1.73 1.7957539 1.7638156
0.465 1.73 1.9400821 1.8428967
0.47 1.73 2.0605 1.907856
0.475 1.73 2.157377 1.9507669
0.48 1.73 2.2221727 1.9748448
0.485 1.73 2.2619094 1.988398
0.49 1.73 2.2829676 1.9959625
0.495 1.73 2.293888 1.9998814
0.5 1.73 2.2977927 2.0017295
