0.0 2.3 2.3330865
0.005 2.1867361 2.187791
0.01 1.9822817 2.0021443
0.015 1.8748207 1.8791717
0.02 1.7961595 1.7927502
0.025 1.7342632 1.7298139
0.03 1.6960221 1.6841257
0.035 1.6626765 1.6523817
0.04 1.6489214 1.6327648
0.045 1.6416182 1.6242776
0.05 1.6474542 1.6264008
0.055 1.6648863 1.6388859
0.06 1.6898762 1.6615924
0.065 1.7286137 1.6943334
0.07 1.7721064 1.7366927
0.075 1.8261983 1.7877882
0.08 1.8835703 1.8460071
0.085 1.9446517 1.9088273
0.09 2.0062845 1.9729475
0.095 2.0644977 2.034855
0.1 2.1189523 2.09159
0.105 2.1659234 2.1412585
0.11 2.2054964 2.183098
0.115 2.2373752 2.217245
0.12 2.260761 2.244424
0.125 2.2779963 2.2656367
0.13 2.2879307 2.2833095
0.135 2.2926628 2.2910345
0.14 2.2922263 2.2908483
0.145 2.2865051 2.2848353
0.15 2.2774615 2.2742848
0.155 2.2629388 2.2598858
0.16 2.2459749 2.2419765
0.165 2.223977 2.2207198
0.17 2.1995006 2.196213
0.175 2.1710061 2.1685548
0.18 2.1396742 2.137875
0.185 2.1053644 2.1043472
0.19 2.0681501 2.0681815
0.195 2.028657 2.029611
0.2 1.9866699 1.9888779
0.205 1.9428735 1.9462255
0.21 1.8972319 1.9018955
0.215 1.8503934 1.856131
0.22 1.8022943 1.8091837
0.225 1.7539948 1.7613233
0.23 1.704911 1.7128457
0.235 1.6569396 1.6640798
0.24 1.6087646 1.6153952
0.245 1.5630926 1.5672077
0.25 1.5181359 1.5199862
0.255 1.4769824 1.474264
0.26 1.4378601 1.4306524
0.265 1.4037565 1.3898573
0.27 1.3732826 1.3527024
0.275 1.3490665 1.3201464
0.28 1.3302099 1.2933011
0.285 1.318969 1.2734318
0.29 1.3148629 1.2619402
0.295 1.3198722 1.2603092
0.3 1.3337864 1.269994
0.305 1.3583586 1.2922547
0.31 1.3934061 1.3279442
0.315 1.4403035 1.3773222
0.32 1.4983764 1.4399747
0.325 1.568104 1.514834
0.33 1.6473617 1.6001108
0.335 1.7349182 1.6929508
0.34 1.8262631 1.7890704
0.345 1.9183517 1.8830959
0.35 2.0049768 1.9699143
0.355 2.0833738 2.0461311
0.36 2.1485841 2.1104517
0.365 2.2009987 2.1630402
0.37 2.2388762 2.2047935
0.375 2.2655932 2.2369828
0.38 2.2812043 2.262465
0.385 2.2894447 2.27593
0.39 2.2902017 2.27986
0.395 2.2860873 2.2767832
0.4 2.2765652 2.268361
0.405 2.2631667 2.2555516
0.41 2.2454467 2.238868
0.415 2.2241471 2.2185807
0.42 2.1992849 2.1948495
0.425 2.1709367 2.1678047
0.43 2.1397229 2.1375928
0.435 2.105113 2.1043944
0.44 2.0683374 2.0684223
0.445 2.0283429 2.0299146
0.45 1.9868969 1.989121
0.455 1.9425499 1.9462943
0.46 1.8974926 1.901689
0.465 1.8500247 1.8555627
0.47 1.8026401 1.808184
0.475 1.7535236 1.7598395
0.48 1.7053698 1.7108408
0.485 1.6563555 1.6615313
0.49 1.6093007 1.61229
0.495 1.5624408 1.563537
0.5 1.5186755 1.5157393
