   0.0000000e+00   1.2000000e+01   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.3000000e+00
   5.0000000e-03   1.1414753e+01   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.1275654e+00
   1.0000000e-02   1.0858049e+01   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.8046798e+00
   1.5000000e-02   1.0328496e+01   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.6671643e+00
   2.0000000e-02   9.8247690e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.5677005e+00
   2.5000000e-02   9.3456094e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.5051036e+00
   3.0000000e-02   8.8898186e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.4713865e+00
   3.5000000e-02   8.4562571e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.4520655e+00
   4.0000000e-02   8.0438406e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.4538568e+00
   4.5000000e-02   7.6515378e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.4671976e+00
   5.0000000e-02   7.2783679e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.4942155e+00
   5.5000000e-02   6.9233977e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.5336566e+00
   6.0000000e-02   6.5857396e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.5805324e+00
   6.5000000e-02   6.2645493e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.6397619e+00
   7.0000000e-02   5.9590236e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.7009647e+00
   7.5000000e-02   5.6683986e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.7697416e+00
   8.0000000e-02   5.3919476e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.8364213e+00
   8.5000000e-02   5.1289792e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.9031391e+00
   9.0000000e-02   4.8788359e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   1.9639728e+00
   9.5000000e-02   4.6408923e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.0189051e+00
   1.0000000e-01   4.4145533e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.0655434e+00
   1.0500000e-01   4.1992530e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.1047042e+00
   1.1000000e-01   3.9944530e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.1357923e+00
   1.1500000e-01   3.7996412e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.1611278e+00
   1.2000000e-01   3.6143305e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.1807048e+00
   1.2500000e-01   3.4380576e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.1965512e+00
   1.3000000e-01   3.2703815e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2095917e+00
   1.3500000e-01   3.1108831e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2196391e+00
   1.4000000e-01   2.9591636e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2293802e+00
   1.4500000e-01   2.8148435e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2360271e+00
   1.5000000e-01   2.6775619e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2438140e+00
   1.5500000e-01   2.5469757e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2485742e+00
   1.6000000e-01   2.4227582e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2547457e+00
   1.6500000e-01   2.3045989e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2585421e+00
   1.7000000e-01   2.1922023e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2632388e+00
   1.7500000e-01   2.0852873e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2665135e+00
   1.8000000e-01   1.9835867e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2700058e+00
   1.8500000e-01   1.8868460e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2728762e+00
   1.9000000e-01   1.7948234e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2754928e+00
   1.9500000e-01   1.7072889e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2779877e+00
   2.0000000e-01   1.6240234e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2799459e+00
   2.0500000e-01   1.5448188e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2821652e+00
   2.1000000e-01   1.4694771e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2835308e+00
   2.1500000e-01   1.3978099e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2856218e+00
   2.2000000e-01   1.3296379e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2864224e+00
   2.2500000e-01   1.2647907e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2884516e+00
   2.3000000e-01   1.2031061e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2888063e+00
   2.3500000e-01   1.1444299e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2906893e+00
   2.4000000e-01   1.0886154e+00   6.2000000e+00   3.6000000e+00   1.9000000e+00   2.2908272e+00
