   0.0000000e-03   0.0000000e+00   2.3000000e+00
   5.0000000e-03   2.8460499e+00   2.2953064e+00
   1.0000000e-02   4.0249224e+00   2.2775827e+00
   1.5000000e-02   4.9295030e+00   2.2465896e+00
   2.0000000e-02   5.6920998e+00   2.2082285e+00
   2.5000000e-02   6.3639610e+00   2.1655571e+00
   3.0000000e-02   6.9713700e+00   2.1198854e+00
   3.5000000e-02   7.5299402e+00   2.0714617e+00
   4.0000000e-02   8.0498447e+00   2.0200977e+00
   4.5000000e-02   8.5381497e+00   1.9657061e+00
   5.0000000e-02   9.0000000e+00   1.9077470e+00
   5.5000000e-02   8.5381497e+00   1.8561570e+00
   6.0000000e-02   8.0498447e+00   1.8280545e+00
   6.5000000e-02   7.5299402e+00   1.8243157e+00
   7.0000000e-02   6.9713700e+00   1.8380755e+00
   7.5000000e-02   6.3639610e+00   1.8671389e+00
   8.0000000e-02   5.6920998e+00   1.9087972e+00
   8.5000000e-02   4.9295030e+00   1.9604341e+00
   9.0000000e-02   4.0249224e+00   2.0195673e+00
   9.5000000e-02   2.8460499e+00   2.0830602e+00
   1.0000000e-01   0.0000000e+00   2.1482345e+00
   1.0500000e-01   0.0000000e+00   2.2073213e+00
   1.1000000e-01   0.0000000e+00   2.2499974e+00
   1.1500000e-01   0.0000000e+00   2.2750262e+00
   1.2000000e-01   0.0000000e+00   2.2883341e+00
   1.2500000e-01   0.0000000e+00   2.2948263e+00
   1.3000000e-01   0.0000000e+00   2.2977734e+00
   1.3500000e-01   0.0000000e+00   2.2991027e+00
   1.4000000e-01   0.0000000e+00   2.2996091e+00
   1.4500000e-01   0.0000000e+00   2.2998647e+00
   1.5000000e-01   0.0000000e+00   2.2999342e+00
   1.5500000e-01   0.0000000e+00   2.2999762e+00
   1.6000000e-01   0.0000000e+00   2.2999972e+00
   1.6500000e-01   0.0000000e+00   2.2999872e+00
   1.7000000e-01   0.0000000e+00   2.3000077e+00
   1.7500000e-01   0.0000000e+00   2.2999931e+00
   1.8000000e-01   0.0000000e+00   2.3000018e+00
   1.8500000e-01   0.0000000e+00   2.3000024e+00
   1.9000000e-01   0.0000000e+00   2.2999940e+00
   1.9500000e-01   0.0000000e+00   2.3000076e+00
   2.0000000e-01   0.0000000e+00   2.2999928e+00
   2.0500000e-01   0.0000000e+00   2.3000048e+00
   2.1000000e-01   0.0000000e+00   2.2999988e+00
   2.1500000e-01   0.0000000e+00   2.2999975e+00
   2.2000000e-01   0.0000000e+00   2.3000057e+00
   2.2500000e-01   0.0000000e+00   2.2999925e+00
   2.3000000e-01   0.0000000e+00   2.3000078e+00
   2.3500000e-01   0.0000000e+00   2.2999933e+00
   2.4000000e-01   0.0000000e+00   2.3000045e+00
   2.4500000e-01   0.0000000e+00   2.2999980e+00
   2.5000000e-01   0.0000000e+00   2.2999997e+00
   2.5500000e-01   0.0000000e+00   2.3000019e+00
   2.6000000e-01   0.0000000e+00   2.2999974e+00
   2.6500000e-01   0.0000000e+00   2.3000024e+00
   2.7000000e-01   0.0000000e+00   2.2999985e+00
   2.7500000e-01   0.0000000e+00   2.3000004e+00
   2.8000000e-01   0.0000000e+00   2.3000006e+00
   2.8500000e-01   0.0000000e+00   2.2999988e+00
   2.9000000e-01   0.0000000e+00   2.3000011e+00
   2.9500000e-01   0.0000000e+00   2.2999995e+00
   3.0000000e-01   0.0000000e+00   2.2999995e+00
   3.0500000e-01   0.0000000e+00   2.3000017e+00
   3.1000000e-01   0.0000000e+00   2.2999972e+00
   3.1500000e-01   0.0000000e+00   2.3000034e+00
   3.2000000e-01   0.0000000e+00   2.2999965e+00
   3.2500000e-01   0.0000000e+00   2.3000032e+00
   3.3000000e-01   0.0000000e+00   2.2999976e+00
   3.3500000e-01   0.0000000e+00   2.3000013e+00
   3.4000000e-01   0.0000000e+00   2.2999997e+00
   3.4500000e-01   0.0000000e+00   2.2999994e+00
   3.5000000e-01   0.0000000e+00   2.3000011e+00
   3.5500000e-01   0.0000000e+00   2.2999986e+00
   3.6000000e-01   0.0000000e+00   2.3000014e+00
   3.6500000e-01   0.0000000e+00   2.2999988e+00
   3.7000000e-01   0.0000000e+00   2.3000009e+00
   3.7500000e-01   0.0000000e+00   2.2999993e+00
   3.8000000e-01   0.0000000e+00   2.3000007e+00
   3.8500000e-01   0.0000000e+00   2.2999993e+00
   3.9000000e-01   0.0000000e+00   2.3000009e+00
   3.9500000e-01   0.0000000e+00   2.2999989e+00
   4.0000000e-01   0.0000000e+00   2.3000013e+00
   4.0500000e-01   0.0000000e+00   2.2999986e+00
   4.1000000e-01   0.0000000e+00   2.3000012e+00
   4.1500000e-01   0.0000000e+00   2.2999990e+00
   4.2000000e-01   0.0000000e+00   2.3000005e+00
   4.2500000e-01   0.0000000e+00   2.3000000e+00
   4.3000000e-01   0.0000000e+00   2.2999995e+00
   4.3500000e-01   0.0000000e+00   2.3000010e+00
   4.4000000e-01   0.0000000e+00   2.2999987e+00
   4.4500000e-01   0.0000000e+00   2.3000016e+00
   4.5000000e-01   0.0000000e+00   2.2999984e+00
   4.5500000e-01   0.0000000e+00   2.3000016e+00
   4.6000000e-01   0.0000000e+00   2.2999985e+00
   4.6500000e-01   0.0000000e+00   2.3000013e+00
   4.7000000e-01   0.0000000e+00   2.2999989e+00
   4.7500000e-01   0.0000000e+00   2.3000010e+00
   4.8000000e-01   0.0000000e+00   2.2999992e+00
   4.8500000e-01   0.0000000e+00   2.3000006e+00
   4.9000000e-01   0.0000000e+00   2.2999995e+00
   4.9500000e-01   0.0000000e+00   2.3000003e+00
   5.0000000e-01   0.0000000e+00   2.2999999e+00
