0.0 2.3 2.3047693
0.005 2.2259751 2.2302272
0.01 2.0924633 2.1351264
0.015 2.0192751 1.9646801
0.02 1.9758536 1.9813586
0.025 1.9451176 1.968725
0.03 1.9324787 1.9485366
0.035 1.9233357 1.9326104
0.04 1.9272943 1.9242785
0.045 1.9352158 1.9244385
0.05 1.9496911 1.9330295
0.055 1.9709565 1.949399
0.06 1.9932476 1.9725416
0.065 2.0225145 2.0012429
0.07 2.0504698 2.034111
0.075 2.0820129 2.0695424
0.08 2.1124986 2.105753
0.085 2.142043 2.1410062
0.09 2.1710757 2.173973
0.095 2.1963498 2.2039757
0.1 2.2203852 2.2309263
0.105 2.24049 2.2550251
0.11 2.2576769 2.2763512
0.115 2.272151 2.294253
0.12 2.282448 2.3057916
0.125 2.2907799 2.3003876
0.13 2.2950598 2.3326797
0.135 2.2969016 2.3360245
0.14 2.2959625 2.3331926
0.145 2.2915406 2.325085
0.15 2.2856582 2.3150625
0.155 2.2757713 2.3028524
0.16 2.2649005 2.2892828
0.165 2.2505282 2.2743711
0.17 2.2348176 2.258287
0.175 2.2167437 2.2409732
0.18 2.1968412 2.222325
0.185 2.1755981 2.2021682
0.19 2.1525449 2.180307
0.195 2.1286789 2.156559
0.2 2.1036141 2.1307967
0.205 2.0779922 2.1029959
0.21 2.0519786 2.0732896
0.215 2.0258631 2.0420222
0.22 1.9999599 2.009783
0.225 1.974846 1.9773977
0.23 1.9503109 1.945853
0.235 1.9277242 1.9161632
0.24 1.9061184 1.8892217
0.245 1.8875335 1.865701
0.25 1.8706265 1.8460379
0.255 1.8575004 1.8304899
0.26 1.8470375 1.8192217
0.265 1.8408176 1.812369
0.27 1.8382705 1.8100579
0.275 1.8402425 1.8123842
0.28 1.8465874 1.8193728
0.285 1.857546 1.8309447
0.29 1.8730288 1.8469197
0.295 1.892866 1.8670542
0.3 1.9167259 1.8910955
0.305 1.9440984 1.9188125
0.31 1.9743544 1.9499757
0.315 2.006639 1.9842625
0.32 2.0401873 2.0210974
0.325 2.073902 2.0595
0.33 2.1071122 2.0980752
0.335 2.1387609 2.1352677
0.34 2.1684008 2.1698062
0.345 2.1953374 2.2010362
0.35 2.2192996 2.22891
0.355 2.2401106 2.253683
0.36 2.257524 2.27549
0.365 2.2718093 2.2937248
0.37 2.2826438 2.305478
0.375 2.2905427 2.3001912
0.38 2.2951312 2.3325925
0.385 2.2969702 2.3359802
0.39 2.2957309 2.3331685
0.395 2.291889 2.325071
0.4 2.2852519 2.3150542
0.405 2.276151 2.3028474
0.41 2.2645811 2.2892797
0.415 2.2507091 2.2743695
0.42 2.234748 2.2582855
0.425 2.2166837 2.2409723
0.43 2.1969778 2.2223241
0.435 2.1754175 2.2021677
0.44 2.1527342 2.1803064
0.445 2.1285184 2.1565588
0.45 2.1037563 2.1307967
0.455 2.0778902 2.1029956
0.46 2.0520928 2.0732894
0.465 2.0257545 2.042022
0.47 2.0001239 2.0097828
0.475 1.9746579 1.9773977
0.48 1.9505599 1.945853
0.485 1.9274575 1.9161632
0.49 1.9064036 1.8892217
0.495 1.8872622 1.8657012
0.5 1.8708577 1.846038
