0.0 1.73 2.3 2.1720371
0.005 1.73 2.2952595 2.127492
0.01 1.73 2.2867566 2.1038818
0.015 1.73 2.2818028 2.0859704
0.02 1.73 2.2795827 2.0814996
0.025 1.73 2.2784459 2.0807214
0.03 1.73 2.2782906 2.080833
0.035 1.73 2.2779652 2.0810943
0.04 1.73 2.2570414 2.041658
0.045 1.73 2.1954479 1.9426636
0.05 1.73 2.1532041 1.8892441
0.055 1.73 2.1863378 1.9410803
0.06 1.73 2.2377306 2.0168638
0.065 1.73 2.270116 2.0686264
0.07 1.73 2.2873778 2.0959918
0.075 1.73 2.2921999 2.1096418
0.08 1.73 2.2844423 2.0906124
0.085 1.73 2.2663056 2.0573819
0.09 1.73 2.2428297 2.0195868
0.095 1.73 2.2169964 1.9796767
0.1 1.73 2.1894707 1.9379239
0.105 1.73 2.1611541 1.8943152
0.11 1.73 2.1314976 1.848816
0.115 1.73 2.1009178 1.8013586
0.12 1.73 2.0996062 1.7960536
0.125 1.73 2.1544807 1.8897185
0.13 1.73 2.2196782 1.9848323
0.135 1.73 2.2598886 2.04872
0.14 1.73 2.2825758 2.0844555
0.145 1.73 2.2901869 2.1024604
0.15 1.73 2.2834121 2.0866861
0.155 1.73 2.266247 2.0544233
0.16 1.73 2.2425136 2.0170898
0.165 1.73 2.2170754 1.9776374
0.17 1.73 2.1894477 1.9363333
0.175 1.73 2.161041 1.8930998
0.18 1.73 2.1316702 1.8478904
0.185 1.73 2.1007077 1.8006637
0.19 1.73 2.0997968 1.7980921
0.195 1.73 2.1543411 1.8919663
0.2 1.73 2.2197346 1.9859529
0.205 1.73 2.2599171 2.049071
0.21 1.73 2.2824835 2.0846426
0.215 1.73 2.2903126 2.10219
0.22 1.73 2.2832792 2.0867524
0.225 1.73 2.266352 2.0546849
0.23 1.73 2.2424556 2.0174012
0.235 1.73 2.2170854 1.9779431
0.24 1.73 2.1894829 1.9366075
0.245 1.73 2.1609795 1.8933244
0.25 1.73 2.1317351 1.8480566
0.255 1.73 2.1006561 1.8007746
0.26 1.73 2.0998227 1.7986655
0.265 1.73 2.1543457 1.8927202
0.27 1.73 2.2197045 1.986528
0.275 1.73 2.2599636 2.049447
0.28 1.73 2.2824348 2.084907
0.285 1.73 2.2903491 2.1023242
0.29 1.73 2.2832634 2.0868464
0.295 1.73 2.2663455 2.0547762
0.3 1.73 2.242484 2.0174835
0.305 1.73 2.217043 1.9780089
0.31 1.73 2.1895281 1.9366523
0.315 1.73 2.1609378 1.8933465
0.32 1.73 2.1317635 1.8480575
0.325 1.73 2.1006437 1.800759
0.33 1.73 2.099821 1.7986937
0.335 1.73 2.1543576 1.8929982
0.34 1.73 2.2196908 1.9868762
0.345 1.73 2.2599757 2.0497556
0.35 1.73 2.2824283 2.0851429
0.355 1.73 2.2903472 2.1025224
0.36 1.73 2.2832721 2.0869308
0.365 1.73 2.2663326 2.0548146
0.37 1.73 2.2424971 2.0175
0.375 1.73 2.2170332 1.9780087
0.38 1.73 2.1895317 1.9366363
0.385 1.73 2.1609417 1.8933165
0.39 1.73 2.1317538 1.8480172
0.395 1.73 2.1006577 1.8007128
0.4 1.73 2.099805 1.7986135
0.405 1.73 2.1543724 1.8931832
0.41 1.73 2.2196803 1.9871802
0.415 1.73 2.2599796 2.0500507
0.42 1.73 2.2824305 2.0853739
0.425 1.73 2.2903393 2.1027336
0.43 1.73 2.2832845 2.0870147
0.435 1.73 2.266319 2.0548441
0.44 1.73 2.2425104 2.0175054
0.445 1.73 2.2170219 1.9779975
0.45 1.73 2.1895399 1.9366103
0.455 1.73 2.1609359 1.8932782
0.46 1.73 2.1317576 1.8479707
0.465 1.73 2.1006548 1.800663
0.47 1.73 2.0998085 1.7985165
0.475 1.73 2.1543672 1.8933532
0.48 1.73 2.2196875 1.9874778
0.485 1.73 2.259972 2.0503445
0.49 1.73 2.2824381 2.0856042
0.495 1.73 2.2932655 2.1030889
0.5 1.73 2.2972554 2.1113129
