3.452814579010009766e+00 2.935127496719360352e+00
2.998670101165771484e+00 2.555073738098144531e+00
2.656940937042236328e+00 2.256993055343627930e+00
2.378733158111572266e+00 2.004734516143798828e+00
2.134925603866577148e+00 1.782942533493041992e+00
1.912523269653320312e+00 1.583551645278930664e+00
1.705211043357849121e+00 1.401751875877380371e+00
1.509837508201599121e+00 1.235300898551940918e+00
1.325229883193969727e+00 1.084245443344116211e+00
1.152535557746887207e+00 9.493820071220397949e-01
9.964241981506347656e-01 8.307126164436340332e-01
8.620384335517883301e-01 7.274183034896850586e-01
7.495997548103332520e-01 6.383141875267028809e-01
6.560707092285156250e-01 5.620579123497009277e-01
5.781371593475341797e-01 4.972276091575622559e-01
5.130336284637451172e-01 4.424056410789489746e-01
4.585646092891693115e-01 3.962592184543609619e-01
4.129871726036071777e-01 3.575865626335144043e-01
3.748966157436370850e-01 3.253311216831207275e-01
3.431413471698760986e-01 2.985730171203613281e-01
3.167601823806762695e-01 2.765111327171325684e-01
2.949373722076416016e-01 2.584431469440460205e-01
2.769693732261657715e-01 2.437493503093719482e-01
2.622419595718383789e-01 2.318788468837738037e-01
2.502138912677764893e-01 2.223413288593292236e-01
2.404063045978546143e-01 2.147007882595062256e-01
2.323958575725555420e-01 2.085724174976348877e-01
2.258109152317047119e-01 2.036198675632476807e-01
2.203284204006195068e-01 1.995540410280227661e-01
2.156721055507659912e-01 1.961306333541870117e-01
2.116102874279022217e-01 1.931483596563339233e-01
2.079533338546752930e-01 1.904456764459609985e-01
2.045505940914154053e-01 1.878974139690399170e-01
2.012868225574493408e-01 1.854104697704315186e-01
1.980778127908706665e-01 1.829204857349395752e-01
1.948669254779815674e-01 1.803867369890213013e-01
1.916201263666152954e-01 1.777884364128112793e-01
1.883223801851272583e-01 1.751206219196319580e-01
1.849734038114547729e-01 1.723909378051757812e-01
1.815846413373947144e-01 1.696159988641738892e-01
1.781756728887557983e-01 1.668187379837036133e-01
1.747715771198272705e-01 1.640259325504302979e-01
1.714007258415222168e-01 1.612660139799118042e-01
1.680924147367477417e-01 1.585674732923507690e-01
1.648756116628646851e-01 1.559573709964752197e-01
1.617773622274398804e-01 1.534602791070938110e-01
1.588219106197357178e-01 1.510975658893585205e-01
1.560298353433609009e-01 1.488868296146392822e-01
1.534177809953689575e-01 1.468415260314941406e-01
1.509980112314224243e-01 1.449707895517349243e-01
1.487783938646316528e-01 1.432797163724899292e-01
1.467624157667160034e-01 1.417694091796875000e-01
1.449497044086456299e-01 1.404372453689575195e-01
1.433358937501907349e-01 1.392774134874343872e-01
1.419135332107543945e-01 1.382811814546585083e-01
1.406722664833068848e-01 1.374376863241195679e-01
1.395995467901229858e-01 1.367342472076416016e-01
1.386810541152954102e-01 1.361569315195083618e-01
1.379013359546661377e-01 1.356910318136215210e-01
1.372442543506622314e-01 1.353217363357543945e-01
1.366936117410659790e-01 1.350342482328414917e-01
1.362334638833999634e-01 1.348145157098770142e-01
1.358485370874404907e-01 1.346492022275924683e-01
1.355244815349578857e-01 1.345261037349700928e-01
1.352483928203582764e-01 1.344343572854995728e-01
1.350086033344268799e-01 1.343644857406616211e-01
1.347950398921966553e-01 1.343084573745727539e-01
1.345991641283035278e-01 1.342596560716629028e-01
1.344141662120819092e-01 1.342129558324813843e-01
1.342344731092453003e-01 1.341643780469894409e-01
1.340561807155609131e-01 1.341113001108169556e-01
1.338764131069183350e-01 1.340519487857818604e-01
1.336935907602310181e-01 1.339855045080184937e-01
1.335069388151168823e-01 1.339119225740432739e-01
1.333164870738983154e-01 1.338315159082412720e-01
1.331228166818618774e-01 1.337451785802841187e-01
1.329269558191299438e-01 1.336539089679718018e-01
1.327301114797592163e-01 1.335588246583938599e-01
1.325337290763854980e-01 1.334612220525741577e-01
1.323391795158386230e-01 1.333620995283126831e-01
1.321477741003036499e-01 1.332623660564422607e-01
1.319605708122253418e-01 1.331629157066345215e-01
1.317786127328872681e-01 1.330641955137252808e-01
1.316025704145431519e-01 1.329666674137115479e-01
1.314328312873840332e-01 1.328703612089157104e-01
1.312696635723114014e-01 1.327752619981765747e-01
1.311130076646804810e-01 1.326811164617538452e-01
1.309626251459121704e-01 1.325875967741012573e-01
1.308181285858154297e-01 1.324942409992218018e-01
1.306790262460708618e-01 1.324005275964736938e-01
1.305446177721023560e-01 1.323058605194091797e-01
1.304142475128173828e-01 1.322097927331924438e-01
1.302872449159622192e-01 1.321117579936981201e-01
1.301629543304443359e-01 1.320113688707351685e-01
1.300407201051712036e-01 1.319082975387573242e-01
1.299199014902114868e-01 1.318022310733795166e-01
1.298000812530517578e-01 1.316930502653121948e-01
1.296807974576950073e-01 1.315806806087493896e-01
1.295617669820785522e-01 1.314651966094970703e-01
1.294427812099456787e-01 1.313466131687164307e-01
1.293235570192337036e-01 1.312253177165985107e-01
1.292042285203933716e-01 1.311014294624328613e-01
1.290846467018127441e-01 1.309753507375717163e-01
1.289649009704589844e-01 1.308474093675613403e-01
1.288451105356216431e-01 1.307179778814315796e-01
1.287253797054290771e-01 1.305874586105346680e-01
1.286058425903320312e-01 1.304561942815780640e-01
1.284866780042648315e-01 1.303245723247528076e-01
1.283680051565170288e-01 1.301929205656051636e-01
1.282499432563781738e-01 1.300615519285202026e-01
1.281326264142990112e-01 1.299307495355606079e-01
1.280161440372467041e-01 1.298006922006607056e-01
1.279005557298660278e-01 1.296716481447219849e-01
1.277859508991241455e-01 1.295437365770339966e-01
1.276723295450210571e-01 1.294170469045639038e-01
1.275596767663955688e-01 1.292916834354400635e-01
1.274479925632476807e-01 1.291677504777908325e-01
1.273372769355773926e-01 1.290451735258102417e-01
1.272274851799011230e-01 1.289241611957550049e-01
1.271185874938964844e-01 1.288045048713684082e-01
1.270104646682739258e-01 1.286863535642623901e-01
1.269031465053558350e-01 1.285695880651473999e-01
1.267965137958526611e-01 1.284541636705398560e-01
1.266906112432479858e-01 1.283401697874069214e-01
1.265853494405746460e-01 1.282273828983306885e-01
1.264806687831878662e-01 1.281159371137619019e-01
1.263765990734100342e-01 1.280056238174438477e-01
1.262730211019515991e-01 1.278965771198272705e-01
1.261700391769409180e-01 1.277887076139450073e-01
1.260675638914108276e-01 1.276819556951522827e-01
1.259656250476837158e-01 1.275763362646102905e-01
1.258642077445983887e-01 1.274717450141906738e-01
1.257633119821548462e-01 1.273682266473770142e-01
1.256629377603530884e-01 1.272657215595245361e-01
1.255630999803543091e-01 1.271641850471496582e-01
1.254638135433197021e-01 1.270635575056076050e-01
1.253650337457656860e-01 1.269639283418655396e-01
1.252667754888534546e-01 1.268651783466339111e-01
1.251690834760665894e-01 1.267672479152679443e-01
1.250718981027603149e-01 1.266701668500900269e-01
1.249752789735794067e-01 1.265738457441329956e-01
